Date,Value
2/18/2020,0.767242973
2/17/2020,0.76823258
2/14/2020,0.767459878
2/13/2020,0.767231067
2/12/2020,0.770185083
2/11/2020,0.773552885
2/10/2020,0.772787873
2/7/2020,0.772358465
2/6/2020,0.771016995
2/5/2020,0.766070943
2/4/2020,0.768283852
2/3/2020,0.766085306
1/31/2020,0.761626855
1/30/2020,0.763287696
1/29/2020,0.768839196
1/28/2020,0.768768741
1/27/2020,0.765151927
1/24/2020,0.764050748
1/23/2020,0.761860968
1/22/2020,0.761589105
1/21/2020,0.765002249
1/20/2020,0.769282815
1/17/2020,0.766159525
1/16/2020,0.765243084
1/15/2020,0.769009155
1/14/2020,0.770292398
1/13/2020,0.770807118
1/10/2020,0.76467406
1/9/2020,0.767641764
1/8/2020,0.763544759
1/7/2020,0.762468672
1/6/2020,0.76125603
1/3/2020,0.763568673
1/2/2020,0.757866524
12/31/2019,0.757343778
12/30/2019,0.761533649
12/27/2019,0.763292388
12/24/2019,0.771958484
12/23/2019,0.773887133
12/20/2019,0.767171308
12/19/2019,0.765251417
12/18/2019,0.76522717
12/17/2019,0.759254614
12/16/2019,0.748385071
12/13/2019,0.747342044
12/12/2019,0.759270899
12/11/2019,0.760677201
12/10/2019,0.75898709
12/9/2019,0.760225734
12/6/2019,0.761249324
12/5/2019,0.76140256
12/4/2019,0.763559246
12/3/2019,0.769578177
12/2/2019,0.773092625
11/29/2019,0.776042615
11/28/2019,0.774011813
11/27/2019,0.776183123
11/26/2019,0.777813067
11/25/2019,0.776844113
11/22/2019,0.777536625
11/21/2019,0.771328104
11/20/2019,0.775070079
11/19/2019,0.772528663
11/18/2019,0.771449236
11/15/2019,0.776327714
11/14/2019,0.778785123
11/13/2019,0.779211339
11/12/2019,0.779119383
11/11/2019,0.776587266
11/8/2019,0.780841037
11/7/2019,0.780373747
11/6/2019,0.775770965
11/5/2019,0.775164281
11/4/2019,0.774045528
11/1/2019,0.772133944
10/31/2019,0.772216245
10/30/2019,0.776157032
10/29/2019,0.778080216
10/28/2019,0.778641652
10/25/2019,0.779670478
10/24/2019,0.775413372
10/23/2019,0.77684078
10/22/2019,0.77327044
10/21/2019,0.76908619
10/18/2019,0.775619167
10/17/2019,0.781427157
10/16/2019,0.785124717
10/15/2019,0.790933043
10/14/2019,0.797597679
10/11/2019,0.792520149
10/10/2019,0.817361741
10/9/2019,0.818231491
10/8/2019,0.817358456
10/7/2019,0.811016101
10/4/2019,0.811048365
10/3/2019,0.810793535
10/2/2019,0.814370709
10/1/2019,0.816250688
9/30/2019,0.81341721
9/27/2019,0.811870142
9/26/2019,0.809151582
9/25/2019,0.807393917
9/24/2019,0.801172408
9/23/2019,0.804214838
9/20/2019,0.799909338
9/19/2019,0.801798139
9/18/2019,0.802678006
9/17/2019,0.805487031
9/16/2019,0.802375125
9/13/2019,0.802928983
9/12/2019,0.811091854
9/11/2019,0.810079069
9/10/2019,0.808876812
9/9/2019,0.809163419
9/6/2019,0.812868414
9/5/2019,0.810092241
9/4/2019,0.819159557
9/3/2019,0.830986559
9/2/2019,0.828045222
8/30/2019,0.820632476
8/29/2019,0.817657153
8/28/2019,0.819480285
8/27/2019,0.814436239
8/26/2019,0.816912558
8/23/2019,0.817469498
8/22/2019,0.82243075
8/21/2019,0.824432637
8/20/2019,0.827221018
8/19/2019,0.82484914
8/16/2019,0.821894186
8/15/2019,0.823883408
8/14/2019,0.828324991
8/13/2019,0.8272144
8/12/2019,0.827362873
8/9/2019,0.828898018
8/8/2019,0.822969713
8/7/2019,0.824433137
8/6/2019,0.820863502
8/5/2019,0.821677696
8/2/2019,0.823924005
8/1/2019,0.825858476
7/31/2019,0.82165725
7/30/2019,0.821705218
7/29/2019,0.813409479
7/26/2019,0.804749506
7/25/2019,0.800386865
7/24/2019,0.800206463
7/23/2019,0.803991766
7/22/2019,0.802211324
7/19/2019,0.798458935
7/18/2019,0.801114479
7/17/2019,0.80552831
7/16/2019,0.80424129
7/15/2019,0.797524181
7/12/2019,0.797902781
7/11/2019,0.795657953
7/10/2019,0.801497326
7/9/2019,0.802989737
7/8/2019,0.79915292
7/5/2019,0.796651865
7/4/2019,0.794914954
7/3/2019,0.794740104
7/2/2019,0.791460933
7/1/2019,0.790536611
6/28/2019,0.787829525
6/27/2019,0.786525945
6/26/2019,0.788619961
6/25/2019,0.785783281
6/24/2019,0.784316307
6/21/2019,0.790252739
6/20/2019,0.788493853
6/19/2019,0.794324975
6/18/2019,0.799168678
6/17/2019,0.794089372
6/14/2019,0.790883267
6/13/2019,0.787917442
6/12/2019,0.784288616
6/11/2019,0.786969965
6/10/2019,0.789735422
6/7/2019,0.786614034
6/6/2019,0.786064264
6/5/2019,0.78734121
6/4/2019,0.789203131
6/3/2019,0.79229325
5/31/2019,0.79538158
5/30/2019,0.791970541
5/29/2019,0.790830047
5/28/2019,0.789608649
5/27/2019,0.787863904
5/24/2019,0.78946992
5/23/2019,0.790914804
5/22/2019,0.790260496
5/21/2019,0.784965505
5/20/2019,0.784633295
5/17/2019,0.78405836
5/16/2019,0.780710524
5/15/2019,0.77635697
5/14/2019,0.772519152
5/13/2019,0.767896843
5/10/2019,0.768032057
5/9/2019,0.769409452
5/8/2019,0.768568113
5/7/2019,0.765713008
5/6/2019,0.763193142
5/3/2019,0.769027342
5/2/2019,0.766410988
4/30/2019,0.7688358
4/29/2019,0.774349776
4/26/2019,0.775532202
4/25/2019,0.777083521
4/24/2019,0.772102775
4/23/2019,0.768786127
4/18/2019,0.768622222
4/17/2019,0.766241925
4/16/2019,0.764175144
4/15/2019,0.762883408
4/12/2019,0.762211819
4/11/2019,0.764985795
4/10/2019,0.763214824
4/9/2019,0.765584819
4/8/2019,0.766343589
4/5/2019,0.765049408
4/4/2019,0.761369106
4/3/2019,0.759494797
4/2/2019,0.767857143
4/1/2019,0.762353151
3/29/2019,0.763951936
3/28/2019,0.762658228
3/27/2019,0.755865376
3/26/2019,0.755734656
3/25/2019,0.75618543
3/22/2019,0.75995399
3/21/2019,0.760955476
3/20/2019,0.759908402
3/19/2019,0.753195985
3/18/2019,0.754780157
3/15/2019,0.755350195
3/14/2019,0.754563966
3/13/2019,0.759798284
3/12/2019,0.764035477
3/11/2019,0.766986837
3/8/2019,0.765505258
3/7/2019,0.761955461
3/6/2019,0.760459973
3/5/2019,0.762273811
3/4/2019,0.756593455
3/1/2019,0.755231486
2/28/2019,0.751883322
2/27/2019,0.750948533
2/26/2019,0.757459731
2/25/2019,0.764667547
2/22/2019,0.770534216
2/21/2019,0.764532323
2/20/2019,0.76657556
2/19/2019,0.771958562
2/18/2019,0.773481638
2/15/2019,0.780976909
2/14/2019,0.780484558
2/13/2019,0.774462627
2/12/2019,0.776425283
2/11/2019,0.774736935
2/8/2019,0.771108761
2/7/2019,0.773468488
2/6/2019,0.771195366
2/5/2019,0.768650967
2/4/2019,0.766081258
2/1/2019,0.766175573
1/31/2019,0.762343315
1/30/2019,0.764205092
1/29/2019,0.759367887
1/28/2019,0.760973901
1/25/2019,0.763088313
1/24/2019,0.767877612
1/23/2019,0.767247295
1/22/2019,0.775057249
1/21/2019,0.777178314
1/18/2019,0.772890721
1/17/2019,0.774482274
1/16/2019,0.777855826
1/15/2019,0.779280462
1/14/2019,0.778433766
1/11/2019,0.780499436
1/10/2019,0.78390117
1/9/2019,0.784923614
1/8/2019,0.784466783
1/7/2019,0.783923111
1/4/2019,0.789160747
1/3/2019,0.795840677
1/2/2019,0.791129245
12/31/2018,0.781248908
12/28/2018,0.788135149
12/27/2018,0.791711347
12/24/2018,0.789253156
12/21/2018,0.790388996
12/20/2018,0.788883067
12/19/2018,0.791915826
12/18/2018,0.788564648
12/17/2018,0.792610881
12/14/2018,0.796056712
12/13/2018,0.790150383
12/12/2018,0.794420941
12/11/2018,0.792934353
12/10/2018,0.789890591
12/7/2018,0.783440331
12/6/2018,0.783455202
12/5/2018,0.782851858
12/4/2018,0.780594268
12/3/2018,0.786710201
11/30/2018,0.78411832
11/29/2018,0.782778607
11/28/2018,0.782036512
11/27/2018,0.783439266
11/26/2018,0.778315586
11/23/2018,0.779422128
11/22/2018,0.776970973
11/21/2018,0.781032518
11/20/2018,0.77846073
11/19/2018,0.779583443
11/16/2018,0.778688525
11/15/2018,0.781689518
11/14/2018,0.770609065
11/13/2018,0.772089512
11/12/2018,0.777301376
11/9/2018,0.767257183
11/8/2018,0.762981443
11/7/2018,0.760886219
11/6/2018,0.764026951
11/5/2018,0.769876869
11/2/2018,0.769641762
11/1/2018,0.773922584
10/31/2018,0.785235907
10/30/2018,0.783925431
10/29/2018,0.780142343
10/26/2018,0.781665932
10/25/2018,0.775516819
10/24/2018,0.774721222
10/23/2018,0.76758146
10/22/2018,0.769314425
10/19/2018,0.7673932
10/18/2018,0.763520209
10/17/2018,0.76274935
10/16/2018,0.755959265
10/15/2018,0.760253864
10/12/2018,0.757214446
10/11/2018,0.755853132
10/10/2018,0.760417391
10/9/2018,0.766768693
10/8/2018,0.766771214
10/5/2018,0.76625239
10/4/2018,0.770126934
10/3/2018,0.769786976
10/2/2018,0.771402582
10/1/2018,0.767516802
9/28/2018,0.766499654
9/27/2018,0.759998292
9/26/2018,0.758967368
9/25/2018,0.759319012
9/24/2018,0.759857301
9/21/2018,0.76026873
9/20/2018,0.75274025
9/19/2018,0.761232536
9/18/2018,0.760562537
9/17/2018,0.76150287
9/14/2018,0.763350158
9/13/2018,0.765920826
9/12/2018,0.768476478
9/11/2018,0.769552445
9/10/2018,0.77210267
9/7/2018,0.768618166
9/6/2018,0.772081829
9/5/2018,0.779899845
9/4/2018,0.778913683
9/3/2018,0.776621587
8/31/2018,0.770234315
8/30/2018,0.767687308
8/29/2018,0.776157804
8/28/2018,0.774380871
8/27/2018,0.776798762
8/24/2018,0.778391439
8/23/2018,0.776215563
8/22/2018,0.774173554
8/21/2018,0.780212137
8/20/2018,0.78352014
8/17/2018,0.78636643
8/16/2018,0.787141601
8/15/2018,0.787297942
8/14/2018,0.78292127
8/13/2018,0.783390336
8/10/2018,0.782777584
8/9/2018,0.775812991
8/8/2018,0.777331953
8/7/2018,0.771272194
8/6/2018,0.773455774
8/3/2018,0.76846738
8/2/2018,0.76736679
8/1/2018,0.76128591
7/31/2018,0.760224949
7/30/2018,0.762324546
7/27/2018,0.764068817
7/26/2018,0.758449983
7/25/2018,0.760094098
7/24/2018,0.761814454
7/23/2018,0.761095937
7/20/2018,0.766452442
7/19/2018,0.770607525
7/18/2018,0.76753079
7/17/2018,0.757879901
7/16/2018,0.753156997
7/13/2018,0.760010307
7/12/2018,0.757102419
7/11/2018,0.754000852
7/10/2018,0.754187655
7/9/2018,0.74938502
7/6/2018,0.755672126
7/5/2018,0.754206166
7/4/2018,0.756811544
7/3/2018,0.757393913
7/2/2018,0.761663373
6/29/2018,0.760036027
6/28/2018,0.764223431
6/27/2018,0.759065083
6/26/2018,0.755311857
6/25/2018,0.752478632
6/22/2018,0.752601305
6/21/2018,0.757236956
6/20/2018,0.759008464
6/19/2018,0.760299983
6/18/2018,0.754800654
6/15/2018,0.753018282
6/14/2018,0.747510656
6/13/2018,0.74982999
6/12/2018,0.748006447
6/11/2018,0.747921968
6/8/2018,0.746409733
6/7/2018,0.744533626
6/6/2018,0.745286868
6/5/2018,0.748522484
6/4/2018,0.746979637
6/1/2018,0.751392579
5/31/2018,0.749465766
5/30/2018,0.752235213
5/29/2018,0.753962623
5/28/2018,0.751159395
5/25/2018,0.749807281
5/24/2018,0.745864598
5/23/2018,0.751221387
5/22/2018,0.743496693
5/21/2018,0.745301471
5/18/2018,0.741235888
5/17/2018,0.739940703
5/16/2018,0.741836388
5/15/2018,0.739712194
5/14/2018,0.736069403
5/11/2018,0.737388973
5/10/2018,0.73926587
5/9/2018,0.736130987
5/8/2018,0.740775063
5/7/2018,0.739455554
5/4/2018,0.73719609
5/3/2018,0.735323549
5/2/2018,0.733238944
4/30/2018,0.728205977
4/27/2018,0.726594863
4/26/2018,0.715811966
4/25/2018,0.717111202
4/24/2018,0.716187669
4/23/2018,0.716130087
4/20/2018,0.711739378
4/19/2018,0.702430948
4/18/2018,0.703140136
4/17/2018,0.698227725
4/16/2018,0.698989491
4/13/2018,0.701469514
4/12/2018,0.703927615
4/11/2018,0.705426357
4/10/2018,0.705307014
4/9/2018,0.707802341
4/6/2018,0.713544221
4/5/2018,0.712846656
4/4/2018,0.713367546
4/3/2018,0.711106597
3/29/2018,0.710088467
3/28/2018,0.706605904
3/27/2018,0.710568843
3/26/2018,0.702989284
3/23/2018,0.706990118
3/22/2018,0.708022085
3/21/2018,0.711403223
3/20/2018,0.714524275
3/19/2018,0.711617516
3/16/2018,0.717445736
3/15/2018,0.716959728
3/14/2018,0.716549438
3/13/2018,0.716190015
3/12/2018,0.720126809
